85353	200511459
85354	201220857
85355	200210336
85357	200310239
85358	201320841
85359	200510933
85364	201121589
85365	200711359
85368	201221979
85369	201320612
85370	201320664
85371	200920331
85372	200810934
85373	201720456
85375	201710791
85378	200310602
85380	201310751
85381	201912311
85382	200710485
85383	201322897
85387	201122692
85388	200411556
85389	201010910
85391	200511531
85392	201222060
85393	200310209
85394	200921058
85395	200311486
85397	201612275
85398	201421274
85399	200810461
85402	201920578
85403	9920003
85405	201422191
85406	201912630
85410	201321701
85411	201521396
85414	200910432
85415	201010136
85419	200412236
85420	200410051
85421	201811368
85422	201010058
85424	200711725
85425	201710862
85426	200310254
85427	201011427
85428	200510884
85429	201221621
85430	200310255
85431	201322707
85432	200110297
85433	201010290
85434	200412161
85435	201122397
85436	200510588
85437	201322786
85438	201011397
85440	201520945
85443	200920503
85444	201011644
85446	9420071
85447	200511419
85448	201812038
85450	200210717
85451	8910325
85452	9510178
85453	201321965
85454	201221063
85455	201422103
85456	201222572
85457	201522199
85458	201323010
85459	201610654
85461	201323464
85463	201321260
85465	200720044
85466	201421048
85467	200820188
85469	201511798
85470	201123157
85471	200920948
85473	201710572
85476	201422158
85478	9410162
85480	201221496
85482	200711079
85483	201123150
85485	201321513
85487	201320917
85488	201221220
85489	200921144
85491	201221764
85492	200610542
85494	201020367
85495	201221032
85496	201122921
85497	9710212
85498	201120988
85499	200810508
85501	201120603
85504	200921033
85507	201320706
85508	201221452
85511	200710034
85512	200310826
85513	201151187
85515	200610402
85517	200920248
85519	200210765
85520	201322476
85523	201612768
85525	201222281
85526	200410894
85527	201613439
85528	201151315
85530	201322282
85532	201220523
85533	201912046
85534	201010564
85535	200510736
85536	201220283
85537	8410002
85541	201811977
85542	200311419
85543	201420903
85544	8910131
85545	201612199
85548	201421096
85550	201310670
85551	8810278
85552	201421198
85554	9910370
85555	200610293
85556	9620053
85557	201012076
85559	9110348
85560	201112227
85561	8810067
85563	201012241
85565	200711657
85566	9910231
85567	200921225
85570	200511321
85571	201421485
85572	9610146
85573	201121997
85574	201011699
85575	201521371
85578	201511173
85581	201420914
85582	9220067
85586	201011415
85588	200310477
85590	201151366
85600	9820047
85603	201712320
85606	200510951
85607	201311051
85609	200711185
85611	200210352
85613	201121847
85615	201210490
85616	201220763
85618	201221323
85619	201220471
85620	201222297
85623	201711274
85624	200210993
85625	201521159
85627	200510248
85628	201011004
85629	200910029
85630	200010384
85631	201310206
85632	201521920
85633	201210255
85634	201321379
85635	201712417
85636	200810712
85637	201210715
85638	200511640
85639	200711275
85642	201310325
85643	201610567
85644	200610364
85645	201611430
85650	9910494
85651	201011796
85652	201151218
85653	201310747
85654	201151213
85655	200710181
85657	201010918
85660	201322683
85661	201151214
85662	200311477
85663	9220072
85665	200620072
85666	201120822
85669	201410727
85670	201710197
85671	201710706
85672	200510534
85673	201421871
85674	200910113
85675	201810660
85676	201011491
85677	201151189
85678	201820225
85679	200410816
85680	201011582
85683	200920108
85684	201110480
85686	200720344
85688	201210188
85689	200711790
85691	201012133
85693	201010045
85695	200210038
85696	201522204
85697	200711282
85698	201440145
85700	201122773
85702	201712416
85703	200810536
85704	201121123
85705	201220594
85706	201422111
85707	201220650
85708	9620011
85710	201011353
85711	201612366
85712	201222632
85715	201151354
85716	200510518
85717	201323223
85718	201221921
85719	200610515
85720	200210354
85721	201710798
85722	201320946
85723	200910227
85724	201610616
85725	200412193
85726	201612234
85730	201612204
85732	201321357
85734	201123214
85736	201221108
85737	201322643
85738	201122561
85740	201221476
85743	200410386
85746	200411898
85747	201421451
85748	201151299
85751	201611292
85753	201322725
85754	201323024
85755	200210861
85759	201510865
85763	201410544
85764	9910188
85765	201912427
85766	201321444
85770	9710101
85771	201710600
85772	200710716
85775	201210055
85776	200620058
85777	201610397
85779	201322631
85781	201122854
85782	201510700
85783	201120422
85784	201811382
85785	201620281
85788	201611289
85790	200510066
85794	201811395
85795	200310683
85796	200820242
85797	200220259
85799	200810434
85801	9510068
85802	201612216
85803	201510828
85804	201122992
85805	201810383
85806	200920090
85811	201220732
85812	201610786
85814	201912405
85815	201720034
85816	201220534
85818	201121604
85820	201122391
85821	201322825
85900	200920304
85902	202118108
85920	202010802
85934	202100197
86014	202100450
86155	201910552
86567	201912166
86849	202118571
86935	202012399
86995	202010140
87145	202012405
87477	201820102
87631	202115638
87764	202116119
88225	201910098
88747	202118443
89229	201710703
89244	202118095
89698	202116946
89738	201811309
89769	201310320
94169	201120849
94554	201020001
